title,herb,shrb,smll_tree,lrg_tree,habitat_complexity,ndvi,connected_greenspace_point6_area,connected_greenspace_point8_area,connected_tree_5m_area,days_into_survey,year,hour_of_day,survey_square,land_use
906 4,0.58,0.058,0.092,0.172,0.77,0.88,0.02,0.02,0,98,2023,12,906,Nature reserve
906 6,0.448,0.102,0.142,0.308,0.77,0.81,0.02,0.02,0.05,98,2023,11,906,Nature reserve
906 9,0.91,0.075,0.007,0.007,0.22,0.77,0.02,0,0.05,98,2023,11,906,Nature reserve
906 8,1,0,0,0,0,0.65,0,0,0.05,98,2023,11,906,Nature reserve
906 2,0.998,0.002,0,0,0.01,0.76,0.02,0,0,98,2023,11,906,Nature reserve
906 5,0.34,0.14,0.115,0.24,0.96,0.61,0.02,0,0,98,2023,11,906,Public residential
906 7,0.135,0.092,0.23,0.478,0.85,0.8,0.02,0,0,98,2023,10,906,Nature reserve
474 6,0.068,0.068,0.022,0,0.37,0.35,0,0,0,96,2023,17,474,Private commercial
474 4,0.48,0.088,0.172,0.058,0.85,0.81,0.02,0.02,0,96,2023,17,474,Public park
474 5,0.475,0.07,0.125,0.192,0.87,0.84,0.02,0.02,0,96,2023,16,474,Public park
506 8,0.475,0.04,0.082,0.258,0.82,0.8,0.02,0.02,0,96,2023,16,506,Public park
506 10,0.882,0,0,0,0.23,0.67,0.02,0,0,96,2023,16,506,Public park
506 12,0.292,0.085,0.16,0.195,0.96,0.77,0.02,0.02,0,96,2023,16,506,Public park
506 4,0.988,0.002,0.01,0,0.05,0.84,0.02,0.02,0,96,2023,16,506,Public park
506 5,1,0,0,0,0,0.84,0.02,0.02,0,96,2023,16,506,Public park
506 1,0.38,0.038,0.068,0.35,0.84,0.86,0.02,0.02,0,96,2023,15,506,Public park
506 2,0.667,0.058,0.105,0.17,0.61,0.88,0.02,0.02,0.01,96,2023,15,506,Public park
538 7,0.555,0.142,0.105,0.165,0.78,0.84,0.02,0,0,96,2023,15,538,Other
538 11,0.18,0.043,0.08,0.36,0.86,0.64,0.02,0,0,96,2023,15,538,Private residential
569 8,0.33,0.138,0.15,0.235,0.97,0.84,0.02,0.01,0,92,2023,19,569,Other
569 3,0.507,0.108,0.135,0.112,0.86,0.67,0.02,0,0,92,2023,19,569,Other
569 5,0.475,0.102,0.172,0.115,0.88,0.82,0.02,0,0,92,2023,19,569,Other
569 4,0.428,0.09,0.045,0.098,0.82,0.83,0.02,0.01,0,92,2023,19,569,Other
569 9,0.605,0.088,0.17,0.12,0.71,0.84,0.02,0.07,0,92,2023,18,569,Sports field
569 2,0.512,0.105,0.148,0.235,0.75,0.77,0.02,0,0.1,92,2023,18,569,Sports field
569 11,0.15,0.052,0.09,0.708,0.56,0.89,0.02,0.07,0.03,92,2023,18,569,Non-protected woodland
542 2,1,0,0,0,0,0.84,0.06,0.16,0,92,2023,17,542,Sports field
542 3,1,0,0,0,0,0.7,0.06,0,0,92,2023,17,542,Sports field
542 4,1,0,0,0,0,0.81,0.06,0.16,0,92,2023,17,542,Sports field
542 6,0.675,0.05,0.098,0.178,0.59,0.91,0.06,0.16,0.07,92,2023,17,542,Non-protected woodland
542 9,0.268,0.098,0.175,0.46,0.78,0.87,0.1,0.47,0,92,2023,17,542,Sports field
542 5,0.8,0.025,0.06,0.115,0.43,0.89,0.1,0.47,0,92,2023,17,542,Sports field
542 11,0.618,0,0,0,0.42,0.69,0.1,0,0,92,2023,16,542,Sports field
542 1,0.985,0.013,0.002,0,0.05,0.82,0.1,0.47,0,92,2023,16,542,Sports field
654 2,0,0,0,0,0,0.06,0,0,0,91,2023,10,654,Public carpark
654 6,0.002,0,0,0,0.01,0.44,0,0,0,91,2023,10,654,Brownfield
654 5,0.002,0,0,0,0.01,0.12,0,0,0,91,2023,10,654,Public carpark
654 12,0,0,0,0,0,0.15,0,0,0,91,2023,10,654,Public carpark
917 7,0.425,0.138,0.102,0.15,0.92,0.82,0.02,0,0,77,2023,18,917,Non-protected woodland
917 1,0.762,0.04,0.075,0.122,0.49,0.76,0.02,0,0,77,2023,18,917,Public park
917 9,0.755,0.045,0.117,0.082,0.51,0.71,0.02,0,0,77,2023,17,917,Public park
917 8,1,0,0,0,0,0.69,0.02,0,0,77,2023,17,917,Public park
917 5,0.677,0.155,0.068,0.1,0.6,0.84,0.02,0,0,77,2023,17,917,Non-protected woodland
917 6,0.362,0.098,0.108,0.432,0.75,0.73,0.02,0,0.01,77,2023,17,917,Non-protected woodland
917 11,0.215,0.108,0.165,0.402,0.92,0.75,0.02,0,0,77,2023,17,917,Public roadside
948 5,0.192,0.08,0.13,0.142,0.89,0.69,0.02,0,0,77,2023,16,948,Other
948 3,0.665,0.088,0.098,0.115,0.67,0.83,0.02,0,0,77,2023,16,948,Other
948 9,0.562,0.09,0.158,0.15,0.78,0.73,0.02,0,0,77,2023,16,948,Other
948 8,0.72,0.14,0.105,0.035,0.54,0.79,0.02,0,0.01,77,2023,16,948,Other
948 7,1,0,0,0,0,0.64,0.02,0,0,77,2023,16,948,Sports field
948 2,0.96,0.013,0.01,0.018,0.13,0.64,0,0,0,77,2023,15,948,Sports field
948 4,0.583,0.08,0.158,0.085,0.78,0.61,0,0,0,77,2023,15,948,Other
713 3,0.345,0.13,0.202,0.322,0.83,0.88,0.07,0.03,0.03,71,2023,18,713,Nature reserve
713 6,0.038,0.038,0.117,0.713,0.6,0.88,0.07,0.03,0,71,2023,18,713,Nature reserve
713 9,0.218,0.072,0.12,0.432,0.89,0.9,0.07,0.03,0,71,2023,18,713,Non-protected woodland
713 8,0.235,0.045,0.055,0.148,0.79,0.53,0,0,0,71,2023,17,713,Public residential
713 12,0.802,0.005,0.013,0.015,0.39,0.75,0,0,0,71,2023,17,713,Public roadside
776 9,0.335,0.09,0.105,0.47,0.73,0.89,0.02,0.25,0.03,71,2023,17,776,Public park
776 5,0.547,0.082,0.112,0.145,0.82,0.89,0.02,0.25,0,71,2023,17,776,Public park
776 11,0,0.002,0.038,0.96,0.11,0.9,0.02,0.25,0.22,71,2023,16,776,Public park
776 1,0.26,0.098,0.128,0.515,0.74,0.9,0.02,0.25,0.22,71,2023,16,776,Public park
776 3,0.152,0.065,0.168,0.615,0.66,0.91,0.02,0.25,0.22,71,2023,16,776,Public park
776 2,0.195,0.09,0.18,0.535,0.74,0.91,0.02,0.25,0.22,71,2023,16,776,Public park
776 12,0.868,0.015,0,0,0.27,0.88,0,0,0,71,2023,15,776,Brownfield
663 6,0.007,0,0.002,0,0.04,0.14,0,0,0,67,2023,18,663,Sports field
663 3,1,0,0,0,0,0.68,0.01,0,0,67,2023,17,663,Public park
663 7,0.21,0.035,0.082,0.517,0.8,0.68,0,0,0.01,67,2023,17,663,Public park
663 5,1,0,0,0,0,0.64,0.01,0,0,67,2023,17,663,Sports field
663 8,0.208,0.112,0.03,0.002,0.61,0.31,0,0,0,67,2023,17,663,Public residential
566 8,1,0,0,0,0,0.78,0,0,0,67,2023,16,566,Public park
566 7,0.208,0.05,0.06,0.232,0.84,0.86,0,0.03,0,67,2023,16,566,Public park
566 1,0.322,0.082,0.148,0.448,0.76,0.9,0,0.03,0.01,67,2023,16,566,Public park
566 4,0.743,0.222,0.02,0.015,0.44,0.87,0,0.03,0.01,67,2023,16,566,Public park
566 6,0.63,0.015,0.02,0.085,0.62,0.89,0,0.03,0,67,2023,16,566,Public park
566 5,0.378,0.138,0.172,0.312,0.82,0.9,0,0,0,67,2023,15,566,Public park
566 3,0.432,0.005,0.07,0.235,0.79,0.8,0,0,0,67,2023,15,566,Public park
547 11,0.445,0.048,0.09,0.402,0.72,0.84,0.07,0.1,0,64,2023,18,547,Public park
547 5,0.755,0.07,0.125,0.05,0.5,0.73,0.07,0,1,64,2023,18,547,Public park
547 7,1,0,0,0,0,0.89,0.07,0.1,0,64,2023,18,547,Public park
547 1,0.02,0.095,0.148,0.738,0.51,0.88,0.07,0.1,1,64,2023,18,547,Public park
547 10,0.055,0.043,0.128,0.775,0.47,0.9,0.07,0.1,1,64,2023,18,547,Public park
547 8,0.002,0.005,0.058,0.935,0.17,0.89,0.07,0.1,1,64,2023,17,547,Public park
547 2,0.322,0.065,0.108,0.505,0.7,0.87,0.07,0.1,1,64,2023,17,547,Public park
580 6,1,0,0,0,0,0.82,0.07,0.25,0.16,64,2023,17,580,Sports field
580 5,1,0,0,0,0,0.74,0.07,0,0,64,2023,17,580,Sports field
580 2,1,0,0,0,0,0.74,0.07,0,0,64,2023,17,580,Sports field
580 1,1,0,0,0,0,0.82,0.07,0.25,0.16,64,2023,16,580,Sports field
580 3,1,0,0,0,0,0.87,0.07,0.25,0,64,2023,16,580,Public park
580 7,0.69,0.03,0.022,0.038,0.56,0.87,0.07,0.25,0,64,2023,16,580,Sports field
580 4,0.235,0.052,0.1,0.598,0.68,0.86,0.07,0.25,1,64,2023,16,580,Public park
369 1,0.262,0.01,0.013,0.015,0.48,0.72,0,0,0,54,2023,17,369,Public cemetery
369 10,0.907,0.025,0.013,0.018,0.27,0.61,0,0,0,54,2023,17,369,Public cemetery
369 7,0.632,0.065,0.172,0.13,0.65,0.84,0,0,0.01,54,2023,17,369,Public cemetery
369 3,0.365,0,0,0,0.41,0.34,0,0,0,54,2023,16,369,Brownfield
369 12,0.122,0,0,0,0.23,-0.22,0,0,0,54,2023,16,369,Private commercial
369 8,0.18,0.015,0.025,0.018,0.46,0.34,0,0,0,54,2023,16,369,Private office
403 6,0.298,0.032,0.01,0.015,0.54,0.43,0,0,0,54,2023,15,403,Brownfield
403 12,0,0,0,0,0,0.25,0,0,0,54,2023,15,403,Brownfield
403 4,0.603,0.12,0.122,0.152,0.7,0.65,0,0,0,54,2023,15,403,Public roadside
403 7,0.092,0.128,0.275,0.105,0.9,0.69,0,0,0,54,2023,15,403,Public roadside
403 3,0.57,0.108,0.158,0.165,0.72,0.38,0,0,0,54,2023,15,403,Public roadside
420 8,0.005,0.002,0,0,0.03,0.14,0,0,0,49,2023,18,420,Public square
420 9,0.032,0.007,0.013,0.015,0.21,0.22,0,0,0,49,2023,17,420,Private commercial
420 10,0.098,0.182,0.128,0.068,0.82,0.63,0,0,0,49,2023,17,420,Private commercial
420 1,0.032,0.06,0.14,0.142,0.7,0.43,0,0,0,49,2023,17,420,Public carpark
420 11,0,0,0,0,0,0.13,0,0,0,49,2023,17,420,Public carpark
420 2,0.35,0.18,0.138,0.332,0.82,0.66,0,0,0,49,2023,17,420,Other
420 7,0,0,0,0,0,0.18,0,0,0,49,2023,17,420,Public carpark
421 4,0.252,0.078,0.117,0.46,0.86,0.91,0.1,1,0,49,2023,16,421,Public park
421 1,0.355,0.065,0.078,0.432,0.81,0.91,0.1,1,0,49,2023,16,421,Public park
421 10,0.068,0.07,0.132,0.73,0.54,0.92,0.1,1,0.06,49,2023,16,421,Public park
421 2,0.025,0.007,0.068,0.9,0.25,0.92,0.1,1,0.06,49,2023,15,421,Public park
421 3,0.368,0.058,0.132,0.155,0.9,0.77,0.1,0,0,49,2023,15,421,Public park
421 8,0.522,0.058,0.105,0.315,0.69,0.88,0.1,1,0,49,2023,15,421,Public park
421 6,0.382,0.132,0.028,0.28,0.87,0.59,0,0,0,49,2023,14,421,Public residential
792 3,0.672,0.02,0.013,0.018,0.52,0.6,0,0,0,35,2023,17,792,Sports field
792 11,0.232,0.14,0.065,0.007,0.72,0.5,0,0,0,35,2023,16,792,Private residential
792 4,0.578,0.018,0.043,0,0.56,0.63,0,0,0,35,2023,16,792,Sports field
559 8,0.33,0.068,0.125,0.195,0.93,0.59,0,0,0,26,2023,16,559,Private commercial
559 3,0.095,0.032,0.002,0,0.29,0.26,0,0,0,26,2023,15,559,Private commercial
559 5,0.228,0.002,0,0,0.35,-0.48,0,0,0,26,2023,15,559,Private commercial
559 1,0.445,0.015,0.005,0.005,0.51,0.37,0,0,0,26,2023,15,559,Private office
559 4,0,0,0,0,0,0.18,0,0,0,26,2023,15,559,Public carpark
559 2,0,0,0,0,0,0.4,0,0,0,26,2023,15,559,Brownfield
559 6,0.682,0.013,0.035,0.075,0.59,0.69,0,0,0,26,2023,14,559,Public park
